seedling_tag,block_id_plot_id,cohort,quadrant,date,tree_sp,status,environment,microsite,diameter_mm,height_cm,ground_bare,ground_ash,ground_litt,ground_rock,ground_basal,ground_wood,ground_other,ground_total,cover_tree,cover_shrub,cover_forb,cover_gram,cover_fern,cover_lupin,shrub_1_cover,shrub_2_cover,shrub_3_cover,shrub_4_cover,shrub_2m_cover,cover_total,shrub_1_sp,shrub_2_sp,shrub_3_sp,shrub_4_sp,shrub_2m_sp,notes,qaqc_done,qaqc_notes,order,paper,collection,square_number,tree_species,qaqc,live_status_spring2024,newgrowth_mm,duplicate,recorder,live_status_spring2024_dnf_did_not_find,new_growth_cm,genetics,dup_id
208,REMO-PLANT-11,2023,SE,2024-10-21T00:00:00Z,SEGI,Dead,Open,0,2.3,6.5,70,0,30,0,0.01,0,0,100,0,0,15,0,0,0.01,0,0,0,0,5,15,NONE,NONE,NONE,NONE,CEPA,BROKEN TOP,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,REMO-PLANT-11,2023,NE,2024-10-21T00:00:00Z,SEGI,Dead,Overtopped,0,2.9,10.3,75,0,25,0.01,0.01,0,0.01,100,0,0,35,0,0,0.01,0,0,0,0,0.01,35,NONE,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,REMO-PLANT-11,2023,NE,2024-10-21T00:00:00Z,PIPOJE,Dead,Open,0,1.6,11,50,0,50,0,0.01,0,0,100,0,0,50,0,0,0.01,0,0,0,0,0.01,50,NONE,NONE,NONE,NONE,CEPA,SPLIT PLUG,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3701,REMO-PLANT-11,2023,NE,2024-10-21T00:00:00Z,PIPOJE,Dead,Open,0,1.8,9.2,50,0,50,0,0.01,0,0,100,0,0,50,0,0,0.01,0,0,0,0,0.01,50,NONE,NONE,NONE,NONE,CEPA,"SPLIT PLUG, BROKEN TOP",TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,REMO-PLANT-11,2023,NW,2024-10-21T00:00:00Z,PILA,Dead,Open,0,1.6,16.9,5,0,95,0,0.01,0,0.01,100,0,5,10,0,0,15,5,0,0,0,20,20,CEPA,NONE,NONE,NONE,CONU,wrong ID 249; OTHER IS COW PATTY,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4153,REMO-PLANT-11,2023,NW,2024-10-21T00:00:00Z,PIXX,Dead,Overtopped,0,1.2,12,15,0,85,0,0.01,0,0,100,0,10,20,0,0,10,10,0,0,0,20,40,CEPA,NONE,NONE,NONE,CONU,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,REMO-PLANT-11,2023,NA,2024-10-21T00:00:00Z,NA,DNF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,REMO-PLANT-11,2023,NA,2024-10-21T00:00:00Z,NA,DNF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,REMO-PLANT-11,2023,NA,2024-10-21T00:00:00Z,NA,LTF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,loose tag,TRUE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4158,REMO-PLANT-11,2023,NA,2024-10-21T00:00:00Z,NA,LTF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,loose tag,TRUE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,REMO-PLANT-11,2023,NE,2024-10-21T00:00:00Z,PILA,Live,Clump (open),0,2.4,17.3,40,0,50,0,0.01,0,10,100,0,0,0.01,0,0,0.01,0,0,0,0,0.01,1,NONE,NONE,NONE,NONE,RIRO,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3799,REMO-PLANT-11,2023,NE,2024-10-21T00:00:00Z,PIXX,Dead,Clump (open),0,1.8,0,65,0.01,10,0,0.01,0,25,100,0,0,0.01,0,0,5,0,0,0,0,0.01,5,NONE,NONE,NONE,NONE,RIRO,"EVISCERATED. TRIPLE PLUG W/ 223, 3800",TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3800,REMO-PLANT-11,2023,NE,2024-10-21T00:00:00Z,PIXX,Dead,Clump (open),0,2,0,65,0.01,10,0,0.01,0,25,100,0,0,0.01,0,0,5,0,0,0,0,0.01,5,NONE,NONE,NONE,NONE,RIRO,"EVISCERATED. TRIPLE PLUG W/ 223, 3799.",TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,REMO-PLANT-11,2023,NE,2024-10-21T00:00:00Z,PILA,Dead,Clump (open),0,2,20.1,65,5,20,0.01,0.01,0,10,100,0,0,5,0,0,0,0,0,0,0,0.01,5,NONE,NONE,NONE,NONE,RIRO,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,REMO-PLANT-11,2023,NE,2024-10-21T00:00:00Z,PIXX,Dead,Clump (open),0,1.6,0,65,0.01,10,0,0.01,0,25,100,0,0,0.01,0,0,5,0,0,0,0,0.01,5,NONE,NONE,NONE,NONE,RIRO,"TRIPLE PLUG W/ 3799, 3800. EVISCERATED, NO HEIGHT.",TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3798,REMO-PLANT-11,2023,NW,2024-10-27T00:00:00Z,PIPOJE,Dead,Open,0,2.1,11.6,5,0,95,0,0.01,0,0,100,0,0,70,0,0,0,0,0,0,0,0.01,70,NONE,NONE,NONE,NONE,CEPA,SPLIT PLUG WITH 256,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,REMO-PLANT-11,2023,NW,2024-10-27T00:00:00Z,PIPOJE,Dead,Open,0,1.8,12.6,5,0,95,0,0.01,0,0,100,0,0,70,0,0,0,0,0,0,0,0.01,70,NONE,NONE,NONE,NONE,CEPA,SPLIT PLUG WITH 3798,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,REMO-PLANT-11,2023,SW,2024-10-27T00:00:00Z,SEGI,Dead,Overtopped,0,1.7,7,55,0,45,0,0.01,0,0,100,0,85,0.01,0,0,0.01,85,0.01,0,0,50,85,CONU,CEPA,NONE,NONE,CONU,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1320,REMO-PLANT-13,2023,SE,2024-10-24T00:00:00Z,PIPOJE,Dead,Open,LOG,2.5,11.4,10,5,80,0,0.01,0,5,100,0.01,0.01,0,0,0,0,0.01,0,0,0,5,1,CEPA,NONE,NONE,NONE,CEPA,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1326,REMO-PLANT-13,2023,SE,2024-10-24T00:00:00Z,PILA,Dead,Open,LOG,3.4,13.4,50,0,20,0,5,15,10,100,5,0,0,0,0,0,0,0,0,0,15,5,NONE,NONE,NONE,NONE,CEPA,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1311,REMO-PLANT-13,2023,SW,2024-10-25T00:00:00Z,PILA,Dead,Overtopped,0,4.9,13.7,5,0,95,0,0.01,0,0,100,30,10,0,0,0,0,10,0,0,0,15,40,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1321,REMO-PLANT-13,2023,SW,2024-10-25T00:00:00Z,PIPOJE,Live,Overtopped,LOG,2.9,13.2,10,0,85,0,0.01,0,5,100,5,0,5,0,0,0,0,0,0,0,0.01,10,NONE,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,REMO-PLANT-13,2023,SW,2024-10-27T00:00:00Z,PIPOJE,Live,Overtopped,0,3.4,15.1,5,0,95,0,0.01,0,0,100,10,10,0,0,0,0,10,0,0,0,15,15,CEPA,NONE,NONE,NONE,CEPA,SENSOR,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,REMO-PLANT-13,2023,NW,2024-10-27T00:00:00Z,PIPOJE,Live,Open,0,4.2,19.4,20,0,80,0,0.01,0,0,100,15,0,0.01,0,0,0,0,0,0,0,0.01,15,NONE,NONE,NONE,NONE,ROBR,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4346,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (overtopped),0,2.2,10.9,50,0,50,0.01,0.01,0,0,100,0,70,0,0,0,0,15,55,0,0,30,70,CHFO,CEPA,NONE,NONE,CEPA,NA,FALSE,"REPEATED TAG NUMBER, SAME SEEDLING READ TWICE?",NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4346,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (overtopped),0,1.9,8.2,55,0,45,0.01,0.01,0,0,100,0,55,0,0,0,0,55,0,0,0,30,55,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,"REPEATED TAG NUMBER, SAME SEEDLING READ TWICE?",NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3347,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (overtopped),0,2.5,4.2,60,0,40,0.01,0.01,0,0,100,0.01,55,0,0,0,0,10,45,0,0,30,55,CHFO,CEPA,NONE,NONE,CEPA,BROKEN TOP; wrong ID 4347,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4348,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (overtopped),0,2.2,10.9,50,0,50,0.01,0.01,0,0,100,0,70,0,0,0,0,15,55,0,0,50,70,CHFO,CEPA,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4345,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (overtopped),0,3,9.6,70,0,30,0.01,0.01,0,0,100,0.01,50,0,0,0,0,45,10,0,0,35,50,CEPA,CHFO,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4339,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (open),0,3,10.1,80,0,15,5,0.01,0,0,100,0.01,5,0,0,0,0,5,0,0,0,50,5,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3706,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (open),0,1.9,7.4,80,0,20,0.01,0.01,0,0,100,0,5,0,0,0,0,5,0,0,0,55,5,CEPA,NONE,NONE,NONE,CEPA,BROKEN BASE AND TOP,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4330,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (open),0,2.2,11.7,95,0.01,5,0.01,0.01,0,0,100,0.01,5,0.01,0,0,0,5,0,0,0,60,5,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4333,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (open),0,2.6,9.4,70,0,30,0,0.01,0,0,100,0,15,0,0,0,0,15,0,0,0,55,15,CEPA,NONE,NONE,NONE,CEPA,BROKEN BASE,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4334,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (open),0,3.2,11.2,75,0,25,0.01,0.01,0,0,100,0.01,15,0,0,0,0,15,0,0,0,50,15,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4142,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,PIPOJE,Dead,Open,0,2.4,13.8,85,0.01,15,0,0.01,0,0,100,0,15,0,0,0,0,15,0,0,0,60,15,CEPA,NONE,NONE,NONE,CEPA,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4332,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (open),0,2.9,9.7,75,0.01,25,0.01,0.01,0,0,100,0,20,0.01,0,0,0,20,0,0,0,60,20,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4351,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,PIPOJE,Dead,Open,0,2.3,17.5,85,0,5,10,0.01,0,0,100,25,0.01,0,0,0,0,0.01,0,0,0,15,25,CEPA,NONE,NONE,NONE,CEPA,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4331,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (open),0,2.4,12.1,50,0.01,50,0.01,0.01,0,0,100,0.01,30,0.01,0,0,0,30,0,0,0,60,30,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4148,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,PILA,Dead,Overtopped,0,2.6,17.9,15,0,85,0.01,0.01,0,0,100,0,35,0,0,0,0,35,0,0,0,75,35,CEPA,NONE,NONE,NONE,CEPA,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4315,REMO-PLANT-14,2023,SW,2024-10-24T00:00:00Z,PIPOJE,Dead,Overtopped,0,2.8,20,65,0,35,0.01,0.01,0,0,100,0,35,0,0,0,0,35,0,0,0,70,35,CEPA,NONE,NONE,NONE,CEPA,found spring DNF,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4328,REMO-PLANT-14,2023,SE,2024-10-24T00:00:00Z,SEGI,Dead,Clump (overtopped),0,2.3,15.3,75,0.01,25,0.01,0.01,0,0,100,0,45,0,0,0,0,45,0,0,0,50,45,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4337,REMO-PLANT-14,2023,NA,2024-10-24T00:00:00Z,NA,LTF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,loose tag,TRUE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4341,REMO-PLANT-14,2023,NW,2024-10-27T00:00:00Z,PILA,Dead,Open,0,2.8,23.5,85,0,5,5,0.01,5,0,100,0,0,5,0,0,0,0,0,0,0,15,5,NONE,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4141,REMO-PLANT-14,2023,SW,2024-10-27T00:00:00Z,PIPOJE,Dead,Overtopped,0,3,13.7,40,0,60,0.01,0.01,0,0,100,0,45,0,0,0,0,15,35,0.01,0,80,45,ARPA,CEPA,CEIN,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3705,REMO-PLANT-14,2023,SW,2024-10-27T00:00:00Z,PILA,OOP,Open,0,2.1,18.9,70,0,30,0,0.01,0,0,100,0,20,0,5,0,0,20,0,0,0,85,25,CEPA,NONE,NONE,NONE,CEPA,DEAD,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4166,REMO-PLANT-14,2023,SW,2024-10-27T00:00:00Z,PIPOJE,Dead,Open,0,2.4,15,65,0,35,0.01,0.01,0,0,100,0,10,25,0,0,0,10,0,0,0,80,35,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4167,REMO-PLANT-14,2023,SW,2024-10-27T00:00:00Z,PIXX,Dead,Overtopped,0,2.3,14.1,40,0,60,0.01,0.01,0,0,100,0,50,0,0,0,0,50,0,0,0,80,50,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3109,REMO-PLANT-16,2023,SE,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,4.3,30,80,0,20,0.01,0.01,0.01,0,100,5,5,0,0,0,0,5,0.01,0,0,10,10,CEPA,CEIN,NONE,NONE,CEIN,NA,TRUE,"total live cover left blank, defaulted to 10%",NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,REMO-PLANT-16,2023,SW,2024-10-27T00:00:00Z,PIPOJE,Live,Open,0,3.1,26.2,10,0,90,0.01,0.01,0.01,0,100,0,5,20,0,0,0,5,0.01,0,0,30,25,CEIN,ARPA,NONE,NONE,CEIN,"Loose Tag, found at base, guessed, reattached tag.",TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,REMO-PLANT-16,2023,SW,2024-10-27T00:00:00Z,PIPOJE,Live,Open,0,3.1,15.7,65,0,35,0,0.01,0,0,100,0,10,0,0,0,0,5,10,0,0,65,10,ARPA,CEIN,NONE,NONE,CEIN,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3110,REMO-PLANT-16,2023,SE,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,5.2,29.1,75,0,25,0.01,0.01,0,0,100,5,10,0,0,0,0,10,0.01,0,0,10,10,CEPA,CEIN,NONE,NONE,CEIN,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,REMO-PLANT-16,2023,SE,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,5.3,29.7,30,0,70,0,0.01,0,0,100,5,0.01,0,0,0,0,0.01,0,0,0,15,5,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,REMO-PLANT-16,2023,NA,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),NA,6.2,29.1,80,0,20,0.01,0.01,0,0,100,0.01,5,0,0,0,0,5,0,0,0,15,5,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3108,REMO-PLANT-16,2023,SE,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,5.8,28.5,45,0,55,0.01,0.01,0,0,100,0.01,10,0,0,0,0,10,0,0,0,10,10,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,REMO-PLANT-16,2023,SE,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,4.5,26.6,15,0,85,0,0.01,0,0,100,15,5,0,0,0,0,5,0,0,0,15,15,CEIN,NONE,NONE,NONE,CEIN,A lil sad.,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3107,REMO-PLANT-16,2023,NA,2024-10-27T00:00:00Z,SEGI,Live,Clump (overtopped),NA,4.8,31.8,55,0,45,0,0.01,0,0,100,5,25,0,0,0,0,25,0,0,0,15,30,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,REMO-PLANT-16,2023,SW,2024-10-27T00:00:00Z,PIPOJE,Live,Open,0,3.3,15.3,15,0.01,80,0.01,5,0.01,0.01,100,0,5,25,5,0,0,5,0,0,0,20,35,CEPA,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,REMO-PLANT-16,2023,NE,2024-10-27T00:00:00Z,PILA,Dead,Open,0,1.5,4.4,10,0,90,0,0.01,0,0,100,0,0.01,25,0,0,0,0.01,0,0,0,35,25,CECO,NONE,NONE,NONE,CEPA,Loose Tag found near.,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,REMO-PLANT-16,2023,SW,2024-10-27T00:00:00Z,PIPOJE,Live,Open,0,3.1,15.1,55,0,45,0.01,0.01,0,0,100,0,0.01,30,0,0,0,0.01,0,0,0,20,30,CECO,NONE,NONE,NONE,CEPA,"Found tag at base, guessed tree, reattached.",TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,REMO-PLANT-16,2023,SW,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,6.8,29.8,60,0,40,0.01,0.01,0,0,100,0,0.01,0,0,0,0,0.01,0,0,0,20,1,CEPA,NONE,NONE,NONE,CEPA,"Found tag near clump, deduced correct tree, Reattatached tag.",TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,REMO-PLANT-16,2023,NW,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,5.9,27.4,20,0,80,0,0.01,0,0,100,0.01,0.01,5,0,0,0,0.01,0,0,0,45,5,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3070,REMO-PLANT-16,2023,SE,2024-10-27T00:00:00Z,PIPOJE,Live,Open,0,4.3,12.2,70,0,30,0,0.01,0,0.01,100,5,0.01,0,0,0,0,5,0,0,0,70,5,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,REMO-PLANT-16,2023,SW,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,5.6,26.6,80,0.01,20,0.01,0.01,0,0,100,5,0.01,0.01,0,0,0,0.01,0,0,0,30,5,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,REMO-PLANT-16,2023,NW,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,5.8,32.7,15,0,85,0,0.01,0,0,100,5,0.01,5,0,0,0,0.01,0,0,0,45,10,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,REMO-PLANT-16,2023,NW,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,4.8,31.7,10,0,90,0,0.01,0,0,100,5,15,0,0,0,0,15,0,0,0,45,20,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,REMO-PLANT-16,2023,SE,2024-10-27T00:00:00Z,SEGI,Live,Clump (overtopped),0,4.8,27.2,65,0,35,0.01,0.01,0.01,0,100,0,25,0.01,0,0,0,25,0,0,0,10,25,CEPA,NONE,NONE,NONE,CEPA,"Found tag near base, guessed, reattached.",TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,REMO-PLANT-16,2023,SW,2024-10-27T00:00:00Z,SEGI,Live,Clump (overtopped),0,5,24.4,80,0,20,0.01,0.01,0,0,100,0,25,0.01,0,0,0,25,0,0,0,20,25,CEPA,NONE,NONE,NONE,CEPA,Found tag near clump guessed seedling. Reattached.,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,REMO-PLANT-16,2023,NW,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,5.7,29.3,15,0,85,0,0.01,0,0,100,10,25,0,0,0,0,25,0,0,0,50,30,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3068,REMO-PLANT-16,2023,SE,2024-10-27T00:00:00Z,PIPOJE,Live,Overtopped,0,3.9,16.3,60,0,35,0,0.01,0.01,5,100,0,30,0,0,0,0,30,0,0,0,85,30,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,REMO-PLANT-16,2023,NW,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,4.8,28.8,5,0,95,0,0.01,0,0,100,5,35,0,0,0,0,35,0,0,0,45,35,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,REMO-PLANT-16,2023,SW,2024-10-27T00:00:00Z,SEGI,Live,Open,0,5.9,30.4,70,0,30,0.01,0.01,0,0,100,0,40,0,0,0,0,40,0,0,0,10,40,CEPA,NONE,NONE,NONE,CEPA,"Sad. Found tag, reattached.",TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,REMO-PLANT-16,2023,NW,2024-10-27T00:00:00Z,SEGI,Live,Clump (overtopped),0,5.6,21.4,5,0,95,0,0.01,0,0,100,0.01,70,0.01,0,0,0,70,0,0,0,45,70,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,REMO-PLANT-16,2023,NW,2024-10-27T00:00:00Z,SEGI,Live,Clump (open),0,5.1,29.5,10,0,90,0,0.01,0,0,100,0.01,0,0,0,0,0.01,0,0,0,0,35,1,NONE,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,YES,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
